indicator,indicator_description,indicator_source,demographic,demographic_description,time_description,time_period,value_description,value,term_description,upper_term,lower_term
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U1,GCH2018,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.032,95% Confidence Intervals,0.035,0.029
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U2,GCH2018,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.032,95% Confidence Intervals,0.036,0.028
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R1,GCH2018,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.028,95% Confidence Intervals,0.034,0.022
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R2,GCH2018,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.034,95% Confidence Intervals,0.047,0.024
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R3,GCH2018,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.028,95% Confidence Intervals,0.044,0.017
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U1,GCH2018,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.032,95% Confidence Intervals,0.035,0.029
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U2,GCH2018,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.036,95% Confidence Intervals,0.041,0.031
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R1,GCH2018,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.025,95% Confidence Intervals,0.031,0.021
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R2,GCH2018,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.03,95% Confidence Intervals,0.042,0.021
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R3,GCH2018,"3-year pooled, rolling average period ending in",2017/18,Proportion,.S,95% Confidence Intervals,.S,.S
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U1,GCH2018,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.032,95% Confidence Intervals,0.035,0.029
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U2,GCH2018,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.037,95% Confidence Intervals,0.043,0.032
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R1,GCH2018,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.027,95% Confidence Intervals,0.033,0.022
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R2,GCH2018,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.028,95% Confidence Intervals,0.041,0.019
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R3,GCH2018,"3-year pooled, rolling average period ending in",2018/19,Proportion,.S,95% Confidence Intervals,.S,.S
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U1,GCH2018,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.032,95% Confidence Intervals,0.035,0.029
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U2,GCH2018,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.032,95% Confidence Intervals,0.037,0.027
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R1,GCH2018,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.023,95% Confidence Intervals,0.031,0.017
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R2,GCH2018,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.026,95% Confidence Intervals,0.038,0.017
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R3,GCH2018,"3-year pooled, rolling average period ending in",2019/20,Proportion,.S,95% Confidence Intervals,.S,.S
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U1,GCH2018,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.03,95% Confidence Intervals,0.033,0.027
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U2,GCH2018,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.03,95% Confidence Intervals,0.035,0.025
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R1,GCH2018,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.025,95% Confidence Intervals,0.033,0.019
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R2,GCH2018,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.022,95% Confidence Intervals,0.033,0.014
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R3,GCH2018,"3-year pooled, rolling average period ending in",2020/21,Proportion,.S,95% Confidence Intervals,.S,.S
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U1,GCH2018,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.027,95% Confidence Intervals,0.031,0.024
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U2,GCH2018,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.025,95% Confidence Intervals,0.030,0.021
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R1,GCH2018,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.026,95% Confidence Intervals,0.034,0.019
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R2,GCH2018,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.017,95% Confidence Intervals,0.027,0.011
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R3,GCH2018,"3-year pooled, rolling average period ending in",2021/22,Proportion,.S,95% Confidence Intervals,.S,.S
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U1,GCH2018,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.028,95% Confidence Intervals,0.032,0.024
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U2,GCH2018,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.023,95% Confidence Intervals,0.029,0.019
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R1,GCH2018,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.03,95% Confidence Intervals,0.042,0.022
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R2,GCH2018,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.018,95% Confidence Intervals,0.028,0.011
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),R3,GCH2018,"3-year pooled, rolling average period ending in",2022/23,Proportion,.S,95% Confidence Intervals,.S,.S
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U1,GCH2018,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.025,95% Confidence Intervals,0.029,0.021
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),U2,GCH2018,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.022,95% Confidence Intervals,0.028,0.017
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2013/14,Proportion,0.032,95% Confidence Intervals,0.037,0.027
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2013/14,Proportion,0.034,95% Confidence Intervals,0.037,0.031
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2014/15,Proportion,0.031,95% Confidence Intervals,0.037,0.026
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2014/15,Proportion,0.033,95% Confidence Intervals,0.036,0.031
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2015/16,Proportion,0.028,95% Confidence Intervals,0.034,0.023
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2015/16,Proportion,0.032,95% Confidence Intervals,0.035,0.030
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2016/17,Proportion,0.03,95% Confidence Intervals,0.035,0.025
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2016/17,Proportion,0.033,95% Confidence Intervals,0.036,0.031
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2017/18,Proportion,0.027,95% Confidence Intervals,0.032,0.023
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2017/18,Proportion,0.033,95% Confidence Intervals,0.036,0.031
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2018/19,Proportion,0.028,95% Confidence Intervals,0.034,0.023
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2018/19,Proportion,0.032,95% Confidence Intervals,0.034,0.029
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2019/20,Proportion,0.025,95% Confidence Intervals,0.031,0.019
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2019/20,Proportion,0.03,95% Confidence Intervals,0.033,0.027
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2020/21,Proportion,0.026,95% Confidence Intervals,0.032,0.020
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2020/21,Proportion,0.027,95% Confidence Intervals,0.030,0.024
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2021/22,Proportion,0.024,95% Confidence Intervals,0.029,0.019
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2021/22,Proportion,0.027,95% Confidence Intervals,0.031,0.024
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Rural,GCH2018 (binary),"3-year pooled, rolling average period ending in",2022/23,Proportion,0.027,95% Confidence Intervals,0.034,0.020
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Urban,GCH2018 (binary),"3-year pooled, rolling average period ending in",2022/23,Proportion,0.024,95% Confidence Intervals,0.028,0.021
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.015,95% Confidence Intervals,0.021,0.010
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.023,95% Confidence Intervals,0.028,0.018
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.024,95% Confidence Intervals,0.030,0.020
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.038,95% Confidence Intervals,0.043,0.033
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.071,95% Confidence Intervals,0.078,0.063
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.015,95% Confidence Intervals,0.020,0.010
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.019,95% Confidence Intervals,0.024,0.015
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.024,95% Confidence Intervals,0.029,0.020
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.038,95% Confidence Intervals,0.044,0.033
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.072,95% Confidence Intervals,0.080,0.064
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.012,95% Confidence Intervals,0.016,0.008
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.018,95% Confidence Intervals,0.023,0.014
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.023,95% Confidence Intervals,0.028,0.019
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.037,95% Confidence Intervals,0.043,0.032
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.068,95% Confidence Intervals,0.076,0.061
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.011,95% Confidence Intervals,0.015,0.008
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.017,95% Confidence Intervals,0.022,0.013
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.026,95% Confidence Intervals,0.031,0.021
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.039,95% Confidence Intervals,0.044,0.034
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.072,95% Confidence Intervals,0.080,0.064
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.01,95% Confidence Intervals,0.013,0.007
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.019,95% Confidence Intervals,0.024,0.015
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.026,95% Confidence Intervals,0.030,0.022
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.042,95% Confidence Intervals,0.047,0.037
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.067,95% Confidence Intervals,0.074,0.060
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.01,95% Confidence Intervals,0.014,0.007
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.016,95% Confidence Intervals,0.021,0.013
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.027,95% Confidence Intervals,0.032,0.022
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.038,95% Confidence Intervals,0.043,0.033
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.066,95% Confidence Intervals,0.072,0.059
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.011,95% Confidence Intervals,0.016,0.008
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.016,95% Confidence Intervals,0.020,0.012
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.024,95% Confidence Intervals,0.030,0.019
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.035,95% Confidence Intervals,0.041,0.030
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.062,95% Confidence Intervals,0.068,0.055
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.01,95% Confidence Intervals,0.014,0.007
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.015,95% Confidence Intervals,0.021,0.011
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.021,95% Confidence Intervals,0.028,0.016
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.028,95% Confidence Intervals,0.033,0.024
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.06,95% Confidence Intervals,0.067,0.053
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.01,95% Confidence Intervals,0.015,0.006
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.02,95% Confidence Intervals,0.026,0.015
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.02,95% Confidence Intervals,0.027,0.015
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.031,95% Confidence Intervals,0.039,0.023
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.053,95% Confidence Intervals,0.061,0.045
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 1: Least deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,.S,95% Confidence Intervals,.S,.S
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 2,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.021,95% Confidence Intervals,0.028,0.016
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 3,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.021,95% Confidence Intervals,0.029,0.015
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 4,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.03,95% Confidence Intervals,0.039,0.023
Unmet need for GP due to transport,Unmet need for a GP due to lack of transport in the last 12 months (15+ years),NZ Health Survey (Ministry of Health),Quintile 5: Most deprived,NZDep 2018 Quintiles,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.045,95% Confidence Intervals,0.053,0.037
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.406,95% Confidence Intervals,0.422,0.390
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.414,95% Confidence Intervals,0.424,0.404
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.413,95% Confidence Intervals,0.421,0.405
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.413,95% Confidence Intervals,0.421,0.405
