indicator,indicator_description,indicator_source,demographic,demographic_description,time_description,time_period,value_description,value,term_description,upper_term,lower_term
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Female,Sex,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.98,95% Confidence Intervals,0.985,0.975
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Male,Sex,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.974,95% Confidence Intervals,0.980,0.967
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Female,Sex,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.981,95% Confidence Intervals,0.986,0.975
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Male,Sex,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.971,95% Confidence Intervals,0.979,0.962
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Female,Sex,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.975,95% Confidence Intervals,0.982,0.966
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Male,Sex,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.966,95% Confidence Intervals,0.975,0.955
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),0-4,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.98,95% Confidence Intervals,0.984,0.975
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),5-9,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.986,95% Confidence Intervals,0.990,0.981
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),10-14,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.978,95% Confidence Intervals,0.984,0.971
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),0-4,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.981,95% Confidence Intervals,0.985,0.976
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),5-9,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.985,95% Confidence Intervals,0.989,0.980
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),10-14,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.979,95% Confidence Intervals,0.984,0.973
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),0-4,Age group,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.98,95% Confidence Intervals,0.985,0.975
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),5-9,Age group,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.981,95% Confidence Intervals,0.986,0.975
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),10-14,Age group,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.979,95% Confidence Intervals,0.983,0.973
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),0-4,Age group,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.981,95% Confidence Intervals,0.985,0.976
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),5-9,Age group,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.978,95% Confidence Intervals,0.983,0.971
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),10-14,Age group,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.978,95% Confidence Intervals,0.983,0.973
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),0-4,Age group,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.982,95% Confidence Intervals,0.986,0.977
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),5-9,Age group,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.977,95% Confidence Intervals,0.982,0.972
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),10-14,Age group,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.979,95% Confidence Intervals,0.983,0.974
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),0-4,Age group,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.984,95% Confidence Intervals,0.988,0.980
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),5-9,Age group,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.982,95% Confidence Intervals,0.986,0.977
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),10-14,Age group,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.977,95% Confidence Intervals,0.982,0.971
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),0-4,Age group,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.983,95% Confidence Intervals,0.988,0.977
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),5-9,Age group,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.981,95% Confidence Intervals,0.986,0.975
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),10-14,Age group,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.972,95% Confidence Intervals,0.980,0.963
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),0-4,Age group,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.983,95% Confidence Intervals,0.988,0.976
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),5-9,Age group,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.979,95% Confidence Intervals,0.985,0.971
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),10-14,Age group,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.97,95% Confidence Intervals,0.978,0.961
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),0-4,Age group,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.98,95% Confidence Intervals,0.987,0.971
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),5-9,Age group,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.98,95% Confidence Intervals,0.987,0.972
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),10-14,Age group,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.967,95% Confidence Intervals,0.978,0.955
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),0-4,Age group,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.972,95% Confidence Intervals,0.981,0.960
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),5-9,Age group,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.979,95% Confidence Intervals,0.985,0.971
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),10-14,Age group,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.961,95% Confidence Intervals,0.972,0.947
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Māori,Ethnicity (total response),"3-year pooled, rolling average period ending in",2013/14,Proportion,0.968,95% Confidence Intervals,0.975,0.960
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Māori,Ethnicity (total response),"3-year pooled, rolling average period ending in",2014/15,Proportion,0.97,95% Confidence Intervals,0.975,0.963
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Māori,Ethnicity (total response),"3-year pooled, rolling average period ending in",2015/16,Proportion,0.971,95% Confidence Intervals,0.976,0.964
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Māori,Ethnicity (total response),"3-year pooled, rolling average period ending in",2016/17,Proportion,0.969,95% Confidence Intervals,0.975,0.962
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Māori,Ethnicity (total response),"3-year pooled, rolling average period ending in",2017/18,Proportion,0.968,95% Confidence Intervals,0.975,0.961
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Māori,Ethnicity (total response),"3-year pooled, rolling average period ending in",2018/19,Proportion,0.97,95% Confidence Intervals,0.976,0.963
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Māori,Ethnicity (total response),"3-year pooled, rolling average period ending in",2019/20,Proportion,0.969,95% Confidence Intervals,0.975,0.960
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Māori,Ethnicity (total response),"3-year pooled, rolling average period ending in",2020/21,Proportion,0.964,95% Confidence Intervals,0.971,0.955
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Māori,Ethnicity (total response),"3-year pooled, rolling average period ending in",2021/22,Proportion,0.954,95% Confidence Intervals,0.966,0.939
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Māori,Ethnicity (total response),"3-year pooled, rolling average period ending in",2022/23,Proportion,0.947,95% Confidence Intervals,0.962,0.929
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Pacific peoples,Ethnicity (total response),"3-year pooled, rolling average period ending in",2013/14,Proportion,0.981,95% Confidence Intervals,0.987,0.972
"Good, very good, or excellent parent-rated health","Good, very good, or excellent parent-rated health (0-14 years)",NZ Health Survey (Ministry of Health),Pacific peoples,Ethnicity (total response),"3-year pooled, rolling average period ending in",2014/15,Proportion,0.981,95% Confidence Intervals,0.988,0.973
